title	Label1	Label2	Label3
Ebony	subject.Science.Biology.Plants	None	None
Ecology	subject.Science.Biology.General_Biology	None	None
Economic_inequality	subject.Business_Studies.Economics	None	None
Economics	subject.Business_Studies.Economics	None	None
Economy_of_Africa	subject.Business_Studies.Economics	None	None
Economy_of_India	subject.Business_Studies.Economics	None	None
Economy_of_Pakistan	subject.Business_Studies.Economics	None	None
Economy_of_Scotland	subject.Business_Studies.Economics	None	None
Economy_of_the_Iroquois	subject.Business_Studies.Economics	None	None
Economy_of_the_Republic_of_Ireland	subject.Business_Studies.Economics	None	None
Ecuador	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	subject.Countries	None
Edema	subject.Science.Biology.Health_and_medicine	None	None
Edgar_Allan_Poe	subject.People.Writers_and_critics	None	None
Edible_salt	subject.Science.Biology.Health_and_medicine	subject.Science.Chemistry.Chemical_compounds	None
Edinburgh	subject.Geography.Geography_of_Great_Britain	None	None
Edmond_Halley	subject.People.Mathematicians	subject.Science.Physics.Space_Astronomy	None
Edmonton	subject.Geography.North_American_Geography	None	None
Edmund_Burke	subject.People.Political_People	None	None
Edmund_Hillary	subject.People.Geographers_and_explorers	None	None
Education	subject.Citizenship.Education	None	None
Education_in_the_United_States	subject.Geography.North_American_Geography	None	None
Educational_psychology	subject.Citizenship.Education	None	None
Edward_Gibbon	subject.History.Historians_chroniclers_and_history_books	None	None
Edward_III_of_England	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	None	None
Edward_II_of_England	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	subject.People.Monarchs_of_Great_Britain	None
Edward_IV_of_England	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	subject.People.Monarchs_of_Great_Britain	None
Edward_I_of_England	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	subject.People.Monarchs_of_Great_Britain	None
Edward_Jenner	subject.People.Human_Scientists	None	None
Edward_Teller	subject.People.Astronomers_and_physicists	None	None
Edward_VIII_of_the_United_Kingdom	subject.People.Monarchs_of_Great_Britain	subject.History.British_History.British_History_Post_1900	None
Edward_VII_of_the_United_Kingdom	subject.History.British_History.British_History_Post_1900	subject.People.Monarchs_of_Great_Britain	None
Edward_VI_of_England	subject.History.British_History.British_History_15001750	None	None
Edward_V_of_England	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	None	None
Edward_the_Confessor	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	subject.People.Monarchs_of_Great_Britain	subject.People.Religious_figures_and_leaders
Edwin_of_Northumbria	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	subject.People.Historical_figures	None
Effect_of_Hurricane_Katrina_on_New_Orleans	subject.Geography.Natural_Disasters	None	None
Effects_of_global_warming	subject.Geography.Natural_Disasters	subject.Geography.Climate_and_the_Weather	None
Effects_of_nuclear_explosions	subject.History.Military_History_and_War	None	None
Egg_%28food%29	subject.Everyday_life.Food_and_agriculture	None	None
Egypt	subject.Geography.African_Geography.African_Countries	subject.Countries	None
Egyptian_pyramids	subject.History.Archaeology	None	None
Eifel_Aqueduct	subject.Design_and_Technology.Engineering	None	None
Eilmer_of_Malmesbury	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	subject.People.Historical_figures	None
Einsteinium	subject.Science.Chemistry.Chemical_elements	None	None
El_Aai%C3%BAn	subject.Geography.African_Geography	None	None
El_Hatillo_Municipality%2C_Miranda	subject.Geography.Central_and_South_American_Geography	None	None
El_Lissitzky	subject.People.Artists	None	None
El_Ni%C3%B1o-Southern_Oscillation	subject.Geography.Climate_and_the_Weather	None	None
El_Salvador	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	subject.Countries	None
Elagabalus	subject.History.Ancient_History_Classical_History_and_Mythology	subject.People.Historical_figures	None
Eldfell	subject.Geography.European_Geography	None	None
Election	subject.Citizenship.Politics_and_government	None	None
Electric_charge	subject.Science.Physics.Electricity_and_Electronics	None	None
Electric_field	subject.Science.Physics.Electricity_and_Electronics	None	None
Electrical_engineering	subject.Design_and_Technology.Engineering	None	None
Electrical_resistance	subject.Science.Physics.Electricity_and_Electronics	None	None
Electricity	subject.Science.Physics.Electricity_and_Electronics	None	None
Electromagnetic_radiation	subject.Science.Physics.Electricity_and_Electronics	None	None
Electron	subject.Science.Physics.Electricity_and_Electronics	None	None
Electron_beam_welding	subject.Design_and_Technology.Engineering	None	None
Electronic_amplifier	subject.Design_and_Technology.Engineering	None	None
Electronics	subject.Design_and_Technology.Engineering	None	None
Elementary_algebra	subject.Mathematics	None	None
Elementary_arithmetic	subject.Mathematics	None	None
Elementary_group_theory	subject.Mathematics	None	None
Eleocharis_dulcis	subject.Science.Biology.Plants	None	None
Elephant	subject.Science.Biology.Mammals	None	None
Elephant_bird	subject.Science.Biology.Birds	None	None
Elephant_shrew	subject.Science.Biology.Mammals	None	None
Elfin-woods_Warbler	subject.Science.Biology.Birds	None	None
Elias_Ashmole	subject.People.Historical_figures	None	None
Eliminative_materialism	subject.Religion.Philosophy	None	None
Elizabeth_Fry	subject.History.British_History.British_History_17501900	subject.People.Political_People	None
Elizabeth_II_of_the_United_Kingdom	subject.History.British_History.British_History_Post_1900	subject.People.Political_People	None
Elizabeth_I_of_England	subject.People.Monarchs_of_Great_Britain	None	None
Elizabethan_Poor_Law_%281601%29	subject.History.British_History.British_History_15001750	None	None
Elvis_Presley	subject.People.Performers_and_composers	None	None
Emacs	subject.IT.Software	None	None
Emanuel_Swedenborg	subject.People.Philosophers	None	None
Emirate	subject.Citizenship.Politics_and_government	None	None
Emma_Roberts	subject.People.Actors_models_and_celebrities	None	None
Emotion	subject.Everyday_life.Everyday_life	subject.Science.Biology.Health_and_medicine	None
Emperor_Penguin	subject.Science.Biology.Birds	None	None
Empires__Dawn_of_the_Modern_World	subject.Everyday_life.Computer_and_Video_games	None	None
Empiricism	subject.Religion.Philosophy	None	None
Employment	subject.Business_Studies.Business	None	None
Emu	subject.Science.Biology.Birds	None	None
Enceladus_%28moon%29	subject.Science.Physics.Space_Astronomy	None	None
Encyclop%C3%A6dia_Britannica	subject.Language_and_literature.General_Literature	None	None
Endoscopic_foreign_body_retrieval	subject.Science.Biology.Health_and_medicine	None	None
Energy	subject.Science.Physics.General_Physics	None	None
Engineering	subject.Design_and_Technology.Engineering	None	None
England	subject.Geography.Geography_of_Great_Britain	None	None
England_expects_that_every_man_will_do_his_duty	subject.History.British_History.British_History_17501900	None	None
English_Channel	subject.Geography.General_Geography	None	None
English_Reformation	subject.History.British_History.British_History_15001750	None	None
English_language	subject.Language_and_literature.Languages	None	None
English_monarchs_family_tree	subject.History.British_History	None	None
English_peasants%27_revolt_of_1381	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	None	None
English_poetry	subject.Language_and_literature.Poetry_and_Opera	None	None
Enigma_machine	subject.Design_and_Technology.Engineering	subject.IT.Cryptography	None
Entropy	subject.Science.Physics.General_Physics	None	None
Environmental_science	subject.Citizenship.Environment	None	None
Enzyme_kinetics	subject.Science.Chemistry.General_Chemistry	None	None
Eocene	subject.Geography.Geology_and_geophysics	None	None
Epaminondas	subject.People.Military_People	None	None
Epazote	subject.Science.Biology.Plants	None	None
Epic_of_Gilgamesh	subject.History.Ancient_History_Classical_History_and_Mythology	subject.Language_and_literature.Poetry_and_Opera	None
Episcopal_polity	subject.Religion.Religious_movements_traditions_and_organizations	None	None
Equal_Protection_Clause	subject.Citizenship.Law	None	None
Equatorial_Guinea	subject.Geography.African_Geography.African_Countries	subject.Countries	None
Erbium	subject.Science.Chemistry.Chemical_elements	None	None
Eric_Clapton	subject.People.Performers_and_composers	None	None
Erie_Canal	subject.Geography.North_American_Geography	None	None
Eris_%28dwarf_planet%29	subject.Science.Physics.Space_Astronomy	None	None
Eritrea	subject.Countries	subject.Geography.African_Geography.African_Countries	None
Ernest_Hemingway	subject.People.Writers_and_critics	None	None
Ernest_Rutherford	subject.History.British_History.British_History_17501900	subject.People.Engineers_and_inventors	None
Eruption_column	subject.Geography.Geology_and_geophysics	None	None
Erwin_Rommel	subject.History.World_War_II	None	None
Eskimo	subject.Geography.Peoples	None	None
Esox	subject.Science.Biology.Insects_Reptiles_and_Fish	None	None
Esperanto	subject.Language_and_literature.Languages	None	None
Essential_oil	subject.Science.Biology.General_Biology	None	None
Estonia	subject.Countries	subject.Geography.European_Geography.European_Countries	None
Ethanol	subject.Science.Chemistry.Chemical_compounds	None	None
Ethics	subject.Citizenship.Environment	subject.Religion.Philosophy	None
Ethiopia	subject.Geography.African_Geography.African_Countries	subject.Countries	None
Ethiopian_Wolf	subject.Science.Biology.Mammals	None	None
Ethnic_group	subject.Citizenship.Culture_and_Diversity	None	None
Euclid	subject.People.Mathematicians	None	None
Euclidean_geometry	subject.Mathematics	None	None
Eukaryote	subject.Science.Biology.Organisms	None	None
Euphrates	subject.Geography.Geography_of_the_Middle_East	None	None
Eurasian_Bullfinch	subject.Science.Biology.Birds	None	None
Eurasian_Collared_Dove	subject.Science.Biology.Birds	None	None
Eurasian_Eagle_Owl	subject.Science.Biology.Birds	None	None
Eurasian_Jay	subject.Science.Biology.Birds	None	None
Eurasian_Oystercatcher	subject.Science.Biology.Birds	None	None
Euro	subject.Business_Studies.Currency	None	None
Europe	subject.Geography.European_Geography	None	None
European_Goldfinch	subject.Science.Biology.Birds	None	None
European_Greenfinch	subject.Science.Biology.Birds	None	None
European_Kingfisher	subject.Science.Biology.Birds	None	None
European_Parliament	subject.Citizenship.Politics_and_government	None	None
European_Space_Agency	subject.Science.Physics.Space_transport	None	None
European_Union	subject.Citizenship.Politics_and_government	None	None
Europium	subject.Science.Chemistry.Chemical_elements	None	None
Eurovision_Song_Contest	subject.Music.Musical_genres_styles_eras_and_events	None	None
Euston_Manifesto	subject.Citizenship.Politics_and_government	None	None
Eustreptospondylus	subject.Science.Biology.Dinosaurs	None	None
Eva_Per%C3%B3n	subject.People.Political_People	None	None
Evan_Rachel_Wood	subject.People.Actors_models_and_celebrities	None	None
Evanton	subject.Geography.European_Geography	None	None
Evolution	subject.Science.Biology.Evolution_and_reproduction	None	None
Evolutionarily_stable_strategy	subject.Citizenship.Environment	subject.Citizenship.Politics_and_government	None
Existentialism	subject.Religion.Philosophy	None	None
Exploration_of_Mars	subject.Science.Physics.Space_transport	None	None
Explorer_I	subject.Science.Physics.Space_transport	None	None
Expressionism	subject.Art.Art	None	None
Extinct_birds	subject.Science.Biology.Birds	None	None
Extinction	subject.Citizenship.Environment	subject.Science.Biology.General_Biology	None
Extrasolar_planet	subject.Science.Physics.Space_Astronomy	None	None
Extraterrestrial_life	subject.Science.Physics.Space_Astronomy	None	None
Eye	subject.Science.Biology.Health_and_medicine	None	None
Eye_%28cyclone%29	subject.Geography.Climate_and_the_Weather	None	None
Eyelid	subject.Science.Biology.Health_and_medicine	None	None
Ezra_Pound	subject.People.Writers_and_critics	None	None
F-35_Lightning_II	subject.Design_and_Technology.Air_and_Sea_transport	subject.History.Military_History_and_War	None
F-4_Phantom_II	subject.Design_and_Technology.Air_and_Sea_transport	subject.History.Military_History_and_War	None
FIFA	subject.Everyday_life.Sports	None	None
FIFA_World_Cup	subject.Everyday_life.Sports_events	None	None
FM_Consolidated_line	subject.Design_and_Technology.Railway_transport	None	None
FairTax	subject.Citizenship.Politics_and_government	None	None
Fair_Isle	subject.Geography.European_Geography	None	None
Falcon	subject.Science.Biology.Birds	None	None
Falkirk_Wheel	subject.Design_and_Technology.Engineering	None	None
Falkland_Islands	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	subject.Countries	None
Family	subject.Citizenship.Animal_and_Human_Rights	subject.Everyday_life.Everyday_life	None
Famine	subject.Geography.Natural_Disasters	None	None
Fanny_Blankers-Koen	subject.People.Sports_and_games_people	None	None
Faroe_Islands	subject.Geography.Geography_of_Great_Britain	None	None
Fascism	subject.Citizenship.Politics_and_government	None	None
Fashion	subject.Everyday_life.Everyday_life	None	None
Fatty_acid	subject.Everyday_life.Food_and_agriculture	subject.Science.Biology.Health_and_medicine	None
Fauna_of_Australia	subject.Science.Biology.General_Biology	None	None
Feather	subject.Science.Biology.Birds	None	None
Fed_Cup	subject.Everyday_life.Sports_events	None	None
Federal_Bureau_of_Investigation	subject.Citizenship.Law	None	None
Federated_States_of_Micronesia	subject.Countries	subject.Geography.Geography_of_Oceania_Australasia	None
Fedora_Core	subject.IT.Software	None	None
Feldspar	subject.Geography.Mineralogy	None	None
Felice_Beato	subject.People.Artists	None	None
Felix_Mendelssohn	subject.People.Performers_and_composers	None	None
Felix_the_Cat	subject.Everyday_life.Cartoons	None	None
Fencing	subject.Everyday_life.Sports	None	None
Fennel	subject.Everyday_life.Food_and_agriculture	subject.Science.Biology.Plants	None
Ferdinand_Magellan	subject.People.Geographers_and_explorers	None	None
Ferdinandea	subject.Geography.European_Geography	None	None
Fermi_paradox	subject.Science.Physics.Space_Astronomy	None	None
Fermium	subject.Science.Chemistry.Chemical_elements	None	None
Fern	subject.Science.Biology.Plants	None	None
Fertile_Crescent	subject.Geography.Geography_of_the_Middle_East	None	None
Fertilizer	subject.Everyday_life.Food_and_agriculture	None	None
Fetal_alcohol_spectrum_disorder	subject.Science.Biology.Health_and_medicine	None	None
Ffestiniog_Railway	subject.Design_and_Technology.Railway_transport	None	None
Fiberglass	subject.Design_and_Technology.Engineering	None	None
Fiction	subject.Language_and_literature.Literature_types	None	None
Fidel_Castro	subject.People.Political_People	None	None
Fieldfare	subject.Science.Biology.Birds	None	None
Fiji	subject.Geography.Geography_of_Oceania_Australasia	subject.Countries	None
Film	subject.Everyday_life.Films	None	None
Final_Fantasy_%28video_game%29	subject.Everyday_life.Computer_and_Video_games	None	None
Final_Fantasy_Adventure	subject.Everyday_life.Computer_and_Video_games	None	None
Finance	subject.Business_Studies.Economics	None	None
Financial_statements	subject.Business_Studies.Business	None	None
Fine_art	subject.Art.Art	None	None
Finland	subject.Countries	subject.Geography.European_Geography.European_Countries	None
Fire	subject.Science.Chemistry.General_Chemistry	None	None
Firearm	subject.History.Military_History_and_War	None	None
Firecrest	subject.Science.Biology.Birds	None	None
Firefly_%28TV_series%29	subject.Everyday_life.Television	None	None
First_Council_of_Nicaea	subject.Religion.Religious_texts	None	None
First_Crusade	subject.History.Pre_1900_Military	subject.Religion.Religious_disputes	None
First_Macedonian_War	subject.History.Pre_1900_Military	None	None
First_Transcontinental_Railroad	subject.Design_and_Technology.Railway_transport	None	None
Fish	subject.Science.Biology.Insects_Reptiles_and_Fish	None	None
Fishing	subject.Everyday_life.Food_and_agriculture	None	None
Flag_of_Australia	subject.Geography.General_Geography	None	None
Flag_of_Belarus	subject.Geography.General_Geography	None	None
Flag_of_Hong_Kong	subject.Geography.General_Geography	None	None
Flag_of_India	subject.Geography.General_Geography	None	None
Flag_of_Mexico	subject.Geography.General_Geography	None	None
Flag_of_South_Africa	subject.Geography.General_Geography	None	None
Flag_of_the_Republic_of_China	subject.Geography.General_Geography	None	None
Flamingo	subject.Science.Biology.Birds	None	None
Flanders	subject.Geography.European_Geography	None	None
Flat_Earth	subject.Religion.Myths	subject.Religion.Religious_disputes	None
Flemish_%28linguistics%29	subject.Language_and_literature.Languages	None	None
Flemish_dialects	subject.Language_and_literature.Linguistics	None	None
Flemish_people	subject.Geography.Peoples	None	None
Flood	subject.Geography.Natural_Disasters	subject.Geography.Climate_and_the_Weather	None
Floppy_disk	subject.IT.Computing_hardware_and_infrastructure	None	None
Florence_Nightingale	subject.History.British_History.British_History_17501900	subject.People.Human_Scientists	None
Florida	subject.Geography.North_American_Geography	None	None
Florida_East_Coast_Railway	subject.Design_and_Technology.Railway_transport	None	None
Floris_and_Blancheflour	subject.Language_and_literature.General_Literature	None	None
Flower	subject.Science.Biology.Plants	None	None
Floyd_Mayweather_Jr.	subject.People.Sports_and_games_people	None	None
Fluorine	subject.Science.Chemistry.Chemical_elements	None	None
Flute	subject.Music.Musical_Instruments	None	None
Foie_gras	subject.Everyday_life.Food_and_agriculture	None	None
Folic_acid	subject.Science.Chemistry.Chemical_compounds	subject.Science.Biology.Health_and_medicine	None
Folk_music	subject.Music.Musical_genres_styles_eras_and_events	None	None
Folklore	subject.Religion.Myths	subject.History.Ancient_History_Classical_History_and_Mythology	None
Food	subject.Everyday_life.Food_and_agriculture	None	None
Football	subject.Everyday_life.Sports	None	None
Football_%28soccer%29	subject.Everyday_life.Sports	None	None
Force	subject.Science.Physics.General_Physics	None	None
Forensic_facial_reconstruction	subject.History.Archaeology	None	None
Forest	subject.Geography.General_Geography	subject.Science.Biology.Plants	None
Formic_acid	subject.Science.Chemistry.Chemical_compounds	None	None
Formula_One	subject.Everyday_life.Sports	None	None
Forrest_Gump	subject.Everyday_life.Films	None	None
Fort_de_Chartres	subject.Design_and_Technology.Architecture	None	None
Forth	subject.IT.Computer_Programming	None	None
Forth_Bridge_%28railway%29	subject.Design_and_Technology.Engineering	subject.Design_and_Technology.Railway_transport	None
Forth_Road_Bridge	subject.Design_and_Technology.Engineering	subject.Design_and_Technology.Road_transport	None
Fossil	subject.Geography.Geology_and_geophysics	None	None
Fossil_fuel	subject.Science.Physics.General_Physics	subject.Citizenship.Environment	None
Fossil_record	subject.Geography.Geology_and_geophysics	None	None
Fourteenth_Amendment_to_the_United_States_Constitution	subject.History.North_American_History	None	None
Fox	subject.Science.Biology.Mammals	None	None
Fr%C3%A9d%C3%A9ric_Chopin	subject.People.Performers_and_composers	None	None
Fractal	subject.Mathematics	None	None
France	subject.Countries	subject.Geography.European_Geography.European_Countries	None
France_in_the_American_Revolutionary_War	subject.History.North_American_History	None	None
Frances_Oldham_Kelsey	subject.People.Human_Scientists	None	None
Francis_Bacon	subject.People.Philosophers	None	None
Francis_Crick	subject.History.British_History.British_History_Post_1900	subject.People.Human_Scientists	None
Francis_Drake	subject.History.British_History.British_History_15001750	subject.People.Historical_figures	None
Francis_Petre	subject.Design_and_Technology.Architecture	None	None
Francis_of_Assisi	subject.People.Religious_figures_and_leaders	None	None
Francisco_Goya	subject.People.Artists	None	None
Francium	subject.Science.Chemistry.Chemical_elements	None	None
Frank_Lloyd_Wright	subject.Design_and_Technology.Architecture	None	None
Frankenstein	subject.Language_and_literature.Novels	None	None
Frankfurt	subject.Geography.European_Geography	None	None
Franklin_B._Gowen	subject.People.Historical_figures	None	None
Franklin_D._Roosevelt	subject.People.USA_Presidents	None	None
Franklin_Pierce	subject.People.USA_Presidents	None	None
Franks	subject.History.General_history	None	None
Franz_Kafka	subject.People.Writers_and_critics	None	None
Franz_Schubert	subject.People.Performers_and_composers	None	None
Frederick_Douglass	subject.People.Political_People	None	None
Frederick_Hamilton-Temple-Blackwood%2C_1st_Marquess_of_Dufferin_and_Ava	subject.People.Political_People	None	None
Frederick_II%2C_Holy_Roman_Emperor	subject.People.Historical_figures	None	None
Frederick_II_of_Prussia	subject.People.Historical_figures	None	None
Freetown	subject.Geography.African_Geography	None	None
French_Guiana	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	subject.Countries	None
French_Open_%28tennis%29	subject.Everyday_life.Sports_events	None	None
French_Polynesia	subject.Countries	subject.Geography.Geography_of_Oceania_Australasia	None
French_Revolution	subject.History.General_history	None	None
French_Southern_and_Antarctic_Lands	subject.Geography.Antarctica	None	None
French_language	subject.Language_and_literature.Languages	None	None
Fresh_water	subject.Geography.Geology_and_geophysics	None	None
Friedrich_Nietzsche	subject.People.Philosophers	None	None
Frog	subject.Science.Biology.Insects_Reptiles_and_Fish	None	None
Fruit	subject.Everyday_life.Food_and_agriculture	None	None
Fugu	subject.Science.Biology.Insects_Reptiles_and_Fish	None	None
Full_moon	subject.Science.Physics.Space_Astronomy	None	None
Funchal	subject.Geography.European_Geography	None	None
Functional_programming	subject.IT.Computer_Programming	None	None
Fundamental_Rights_in_India	subject.Citizenship.Politics_and_government	None	None
Fundamental_theorem_of_arithmetic	subject.Mathematics	None	None
Fungus	subject.Science.Biology.Organisms	None	None
Fur_language	subject.Language_and_literature.Languages	None	None
Fusarium	subject.Science.Biology.Organisms	None	None
Fyodor_Dostoevsky	subject.People.Writers_and_critics	None	None
GDRT	subject.History.Ancient_History_Classical_History_and_Mythology	None	None
GNOME	subject.IT.Computing_hardware_and_infrastructure	None	None
GNU	subject.IT.Websites_and_the_Internet	None	None
GNU_Linux_naming_controversy	subject.IT.Websites_and_the_Internet	None	None
GNU_Project	subject.IT.Software	subject.IT.Computer_Programming	None
Gabon	subject.Geography.African_Geography.African_Countries	subject.Countries	None
Gaborone	subject.Geography.African_Geography	None	None
Gadolinium	subject.Science.Chemistry.Chemical_elements	None	None
Gal%C3%A1pagos_Islands	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	subject.Countries	None
Galah	subject.Science.Biology.Birds	None	None
Galaxy	subject.Science.Physics.Space_Astronomy	None	None
Galeras	subject.Geography.Geology_and_geophysics	None	None
Galerina	subject.Science.Biology.Plants	None	None
Galileo_Galilei	subject.People.Astronomers_and_physicists	subject.People.Engineers_and_inventors	None
Gallery_of_the_Kings_and_Queens_of_England	subject.History.British_History	None	None
Gallimimus	subject.Science.Biology.Dinosaurs	None	None
Gallium	subject.Science.Chemistry.Chemical_elements	None	None
Galveston_Hurricane_of_1900	subject.Geography.Storms	None	None
Game	subject.Everyday_life.Games	None	None
Game_theory	subject.Mathematics	None	None
Ganesha	subject.Religion.Divinities	None	None
Ganges_River	subject.Geography.Geography_of_Asia	None	None
Ganges_shark	subject.Science.Biology.Insects_Reptiles_and_Fish	None	None
Gangtok	subject.Geography.Geography_of_Asia	None	None
Garage_%28dance_music%29	subject.Music.Musical_genres_styles_eras_and_events	None	None
Garden	subject.Everyday_life.Recreation	None	None
Garden_Gnome_Liberation_Front	subject.Citizenship.Animal_and_Human_Rights	None	None
Gardening	subject.Everyday_life.Recreation	None	None
Gas	subject.Science.Physics.General_Physics	None	None
Gas_giant	subject.Science.Physics.Space_Astronomy	None	None
Gas_metal_arc_welding	subject.Design_and_Technology.Engineering	None	None
Gas_tungsten_arc_welding	subject.Design_and_Technology.Engineering	None	None
Gas_turbine-electric_locomotive	subject.Design_and_Technology.Railway_transport	None	None
Gaur	subject.Science.Biology.Mammals	None	None
Gauss%27s_law	subject.Science.Physics.Electricity_and_Electronics	None	None
Gautama_Buddha	subject.People.Religious_figures_and_leaders	None	None
Gaza_Strip	subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries	subject.Countries	None
Gazelle	subject.Science.Biology.Mammals	None	None
Gender	subject.Citizenship.Culture_and_Diversity	None	None
Genealogy	subject.Everyday_life.Recreation	None	None
General_Pershing_Zephyr	subject.Design_and_Technology.Railway_transport	None	None
Genetic_code	subject.Science.Biology.General_Biology	None	None
Genetics	subject.Science.Biology.General_Biology	None	None
Geneva	subject.Geography.European_Geography	None	None
Genghis_Khan	subject.People.Historical_figures	None	None
Genoa	subject.Geography.European_Geography	None	None
Gentoo_penguin	subject.Science.Biology.Birds	None	None
Geography	subject.Geography.General_Geography	None	None
Geography_of_Africa	subject.Geography.African_Geography	None	None
Geography_of_India	subject.Geography.Geography_of_Asia	None	None
Geography_of_Ireland	subject.Geography.European_Geography	None	None
Geography_of_Texas	subject.Geography.North_American_Geography	None	None
Geology	subject.Geography.Geology_and_geophysics	None	None
Geology_of_Dorset	subject.Geography.Geography_of_Great_Britain	None	None
Geology_of_the_Grand_Canyon_area	subject.Geography.Geology_and_geophysics	None	None
Geometry	subject.Mathematics	None	None
Georg_Cantor	subject.People.Mathematicians	None	None
Georg_Forster	subject.People.Human_Scientists	None	None
Georg_von_Boeselager	subject.People.Military_People	subject.History.World_War_II	None
George_Byron%2C_6th_Baron_Byron	subject.People.Writers_and_critics	None	None
George_Eliot	subject.People.Writers_and_critics	None	None
George_Fox	subject.People.Religious_figures_and_leaders	None	None
George_H._W._Bush	subject.People.USA_Presidents	None	None
George_Herbert	subject.Language_and_literature.Poetry_and_Opera	subject.People.Writers_and_critics	None
George_III_of_the_United_Kingdom	subject.People.Monarchs_of_Great_Britain	subject.History.British_History.British_History_17501900	None
George_II_of_Great_Britain	subject.People.Monarchs_of_Great_Britain	None	None
George_IV_of_the_United_Kingdom	subject.History.British_History.British_History_17501900	subject.People.Monarchs_of_Great_Britain	None
George_I_of_Great_Britain	subject.History.British_History.British_History_15001750	subject.People.Monarchs_of_Great_Britain	None
George_Thomas_Coker	subject.People.Military_People	None	None
George_VI_of_the_United_Kingdom	subject.History.British_History.British_History_Post_1900	subject.People.Monarchs_of_Great_Britain	None
George_V_of_the_United_Kingdom	subject.History.British_History.British_History_Post_1900	subject.People.Monarchs_of_Great_Britain	None
George_W._Bush	subject.People.USA_Presidents	None	None
George_Washington	subject.People.USA_Presidents	None	None
Georgetown%2C_Guyana	subject.Geography.Central_and_South_American_Geography	None	None
Georgia_%28country%29	subject.Countries	subject.Geography.European_Geography.European_Countries	None
Gerald_Durrell	subject.People.Writers_and_critics	None	None
Gerald_Ford	subject.People.USA_Presidents	None	None
German_Crusade%2C_1096	subject.History.Military_History_and_War	subject.Religion.Religious_disputes	subject.History.Pre_1900_Military
German_language	subject.Language_and_literature.Languages	None	None
German_reunification	subject.History.Recent_History	None	None
Germanium	subject.Science.Chemistry.Chemical_elements	None	None
Germany	subject.Countries	subject.Geography.European_Geography.European_Countries	None
Gettysburg_Address	subject.History.North_American_History	None	None
Ghana	subject.Geography.African_Geography.African_Countries	subject.Countries	None
Ghost_Dance	subject.Religion.Religious_movements_traditions_and_organizations	None	None
Giant%27s_Causeway	subject.Geography.European_Geography	None	None
Giant_Eland	subject.Science.Biology.Mammals	None	None
Giant_Hogweed	subject.Science.Biology.Plants	None	None
Giant_Panda	subject.Science.Biology.Mammals	None	None
Gibraltar	subject.Geography.Geography_of_Great_Britain	None	None
Giganotosaurus	subject.Science.Biology.Dinosaurs	None	None
Gilles_Villeneuve	subject.People.Sports_and_games_people	None	None
Giraffe	subject.Science.Biology.Mammals	None	None
Giuseppe_Verdi	subject.People.Performers_and_composers	subject.Language_and_literature.Poetry_and_Opera	None
Giza_pyramid_complex	subject.History.Archaeology	subject.Design_and_Technology.Architecture	None
Glacier	subject.Geography.General_Geography	None	None
Glacier_National_Park_%28US%29	subject.Geography.North_American_Geography	None	None
Glaciology	subject.Geography.Climate_and_the_Weather	None	None
Glasgow	subject.Geography.Geography_of_Great_Britain	None	None
Glass	subject.Science.Chemistry.Materials_science	None	None
Glasses	subject.Design_and_Technology.Engineering	None	None
Glastonbury_Festival	subject.Music.Musical_genres_styles_eras_and_events	None	None
GlaxoSmithKline	subject.Business_Studies.Companies	None	None
Gliding	subject.Everyday_life.Sports	subject.Everyday_life.Recreation	None
Gliese_876	subject.Science.Physics.Space_Astronomy	None	None
Gliese_876_b	subject.Science.Physics.Space_Astronomy	None	None
Gliese_876_c	subject.Science.Physics.Space_Astronomy	None	None
Gliese_876_d	subject.Science.Physics.Space_Astronomy	None	None
Global	subject.Citizenship.Politics_and_government	None	None
Global_city	subject.Geography.General_Geography	None	None
Global_spread_of_H5N1	subject.Citizenship.Environment	None	None
Global_warming	subject.Geography.Climate_and_the_Weather	subject.Citizenship.Environment	None
Globalization	subject.Business_Studies.Economics	None	None
Globe_Theatre	subject.Language_and_literature.Theatre	None	None
Globular_cluster	subject.Science.Physics.Space_Astronomy	None	None
Glorious_Revolution	subject.History.British_History.British_History_15001750	None	None
Glynn_Lunney	subject.People.Engineers_and_inventors	None	None
Gmail	subject.IT.Websites_and_the_Internet	None	None
Go_%28board_game%29	subject.Everyday_life.Games	None	None
Goa	subject.Geography.Geography_of_Asia	None	None
God	subject.Religion.Divinities	None	None
Gold	subject.Science.Chemistry.Chemical_elements	None	None
Gold%28III%29_chloride	subject.Science.Chemistry.Chemical_compounds	None	None
